Time Steps,Polymerase Count,Burst Size,Burst Frequency,Poly proba movement,Poly Proba movement,A in gene
1,4,4,0.9500000000000001,,0.0001,5.0
101,4,4,0.9500000000000001,,0.0001,6.0
201,4,4,0.9500000000000001,,0.0001,6.0
301,4,4,0.9500000000000001,,0.0001,7.0
401,4,4,0.9500000000000001,,0.0001,6.0
501,4,4,0.9500000000000001,,0.0001,6.0
601,4,4,0.9500000000000001,,0.0001,6.0
701,4,4,0.9500000000000001,,0.0001,6.0
801,4,4,0.9500000000000001,,0.0001,7.0
901,4,4,0.9500000000000001,,0.0001,6.0
1001,4,4,0.9500000000000001,,0.0001,6.0
1101,4,4,0.9500000000000001,,0.0001,5.0
1201,4,4,0.9500000000000001,,0.0001,6.0
1301,4,4,0.9500000000000001,,0.0001,6.0
1401,4,4,0.9500000000000001,,0.0001,6.0
1501,4,4,0.9500000000000001,,0.0001,5.0
1601,4,4,0.9500000000000001,,0.0001,5.0
1701,4,4,0.9500000000000001,,0.0001,5.0
1801,4,4,0.9500000000000001,,0.0001,6.0
1901,4,4,0.9500000000000001,,0.0001,6.0
2001,4,4,0.9500000000000001,,0.0001,7.0
2101,4,4,0.9500000000000001,,0.0001,5.0
2201,4,4,0.9500000000000001,,0.0001,6.0
2301,4,4,0.9500000000000001,,0.0001,6.0
2401,4,4,0.9500000000000001,,0.0001,6.0
2501,4,4,0.9500000000000001,,0.0001,5.0
2601,4,4,0.9500000000000001,,0.0001,5.0
2701,4,4,0.9500000000000001,,0.0001,5.0
2801,4,4,0.9500000000000001,,0.0001,5.0
2901,4,4,0.9500000000000001,,0.0001,6.0
3001,4,4,0.9500000000000001,,0.0001,6.0
3101,4,4,0.9500000000000001,,0.0001,7.0
3201,4,4,0.9500000000000001,,0.0001,7.0
3301,4,4,0.9500000000000001,,0.0001,7.0
3401,4,4,0.9500000000000001,,0.0001,5.0
3501,4,4,0.9500000000000001,,0.0001,5.0
3601,4,4,0.9500000000000001,,0.0001,5.0
3701,4,4,0.9500000000000001,,0.0001,5.0
3801,4,4,0.9500000000000001,,0.0001,5.0
3901,4,4,0.9500000000000001,,0.0001,5.0
4001,4,4,0.9500000000000001,,0.0001,5.0
4101,4,4,0.9500000000000001,,0.0001,5.0
4201,4,4,0.9500000000000001,,0.0001,5.0
4301,4,4,0.9500000000000001,,0.0001,4.0
4401,4,4,0.9500000000000001,,0.0001,5.0
4501,4,4,0.9500000000000001,,0.0001,5.0
4601,4,4,0.9500000000000001,,0.0001,5.0
4701,4,4,0.9500000000000001,,0.0001,5.0
4801,4,4,0.9500000000000001,,0.0001,5.0
4901,4,4,0.9500000000000001,,0.0001,4.0
5001,5,4,0.9500000000000001,,0.0001,5.0
5101,5,4,0.9500000000000001,,0.0001,5.0
5201,5,4,0.9500000000000001,,0.0001,5.0
5301,5,4,0.9500000000000001,,0.0001,5.0
5401,5,4,0.9500000000000001,,0.0001,5.0
5501,5,4,0.9500000000000001,,0.0001,6.0
5601,5,4,0.9500000000000001,,0.0001,6.0
5701,5,4,0.9500000000000001,,0.0001,6.0
5801,5,4,0.9500000000000001,,0.0001,5.0
5901,5,4,0.9500000000000001,,0.0001,5.0
6001,5,4,0.9500000000000001,,0.0001,5.0
6101,5,4,0.9500000000000001,,0.0001,5.0
6201,5,4,0.9500000000000001,,0.0001,5.0
6301,5,4,0.9500000000000001,,0.0001,5.0
6401,5,4,0.9500000000000001,,0.0001,5.0
6501,5,4,0.9500000000000001,,0.0001,5.0
6601,5,4,0.9500000000000001,,0.0001,5.0
6701,5,4,0.9500000000000001,,0.0001,5.0
6801,5,4,0.9500000000000001,,0.0001,5.0
6901,5,4,0.9500000000000001,,0.0001,5.0
7001,5,4,0.9500000000000001,,0.0001,5.0
7101,5,4,0.9500000000000001,,0.0001,5.0
7201,5,4,0.9500000000000001,,0.0001,5.0
7301,5,4,0.9500000000000001,,0.0001,5.0
7401,5,4,0.9500000000000001,,0.0001,5.0
7501,5,4,0.9500000000000001,,0.0001,5.0
7601,5,4,0.9500000000000001,,0.0001,5.0
7701,5,4,0.9500000000000001,,0.0001,5.0
7801,5,4,0.9500000000000001,,0.0001,5.0
7901,5,4,0.9500000000000001,,0.0001,5.0
8001,5,4,0.9500000000000001,,0.0001,5.0
8101,5,4,0.9500000000000001,,0.0001,5.0
8201,5,4,0.9500000000000001,,0.0001,5.0
8301,5,4,0.9500000000000001,,0.0001,5.0
8401,5,4,0.9500000000000001,,0.0001,5.0
8501,5,4,0.9500000000000001,,0.0001,5.0
8601,5,4,0.9500000000000001,,0.0001,5.0
8701,5,4,0.9500000000000001,,0.0001,5.0
8801,5,4,0.9500000000000001,,0.0001,5.0
8901,5,4,0.9500000000000001,,0.0001,5.0
9001,5,4,0.9500000000000001,,0.0001,5.0
9101,4,4,0.9500000000000001,,0.0001,4.0
9201,4,4,0.9500000000000001,,0.0001,5.0
9301,4,4,0.9500000000000001,,0.0001,5.0
9401,4,4,0.9500000000000001,,0.0001,5.0
9501,4,4,0.9500000000000001,,0.0001,5.0
9601,4,4,0.9500000000000001,,0.0001,5.0
9701,4,4,0.9500000000000001,,0.0001,5.0
9801,4,4,0.9500000000000001,,0.0001,4.0
9901,4,4,0.9500000000000001,,0.0001,4.0
10001,5,4,0.9500000000000001,,0.0001,5.0
10101,5,4,0.9500000000000001,,0.0001,4.0
10201,5,4,0.9500000000000001,,0.0001,5.0
10301,5,4,0.9500000000000001,,0.0001,5.0
10401,5,4,0.9500000000000001,,0.0001,5.0
10501,5,4,0.9500000000000001,,0.0001,5.0
10601,5,4,0.9500000000000001,,0.0001,5.0
10701,5,4,0.9500000000000001,,0.0001,5.0
10801,5,4,0.9500000000000001,,0.0001,5.0
10901,5,4,0.9500000000000001,,0.0001,5.0
11001,5,4,0.9500000000000001,,0.0001,5.0
11101,5,4,0.9500000000000001,,0.0001,5.0
11201,5,4,0.9500000000000001,,0.0001,5.0
11301,5,4,0.9500000000000001,,0.0001,5.0
11401,5,4,0.9500000000000001,,0.0001,5.0
11501,5,4,0.9500000000000001,,0.0001,5.0
11601,5,4,0.9500000000000001,,0.0001,5.0
11701,5,4,0.9500000000000001,,0.0001,5.0
11801,5,4,0.9500000000000001,,0.0001,5.0
11901,5,4,0.9500000000000001,,0.0001,5.0
12001,5,4,0.9500000000000001,,0.0001,5.0
12101,5,4,0.9500000000000001,,0.0001,5.0
12201,5,4,0.9500000000000001,,0.0001,5.0
12301,5,4,0.9500000000000001,,0.0001,5.0
12401,5,4,0.9500000000000001,,0.0001,5.0
12501,5,4,0.9500000000000001,,0.0001,5.0
12601,5,4,0.9500000000000001,,0.0001,5.0
12701,5,4,0.9500000000000001,,0.0001,5.0
12801,5,4,0.9500000000000001,,0.0001,5.0
12901,5,4,0.9500000000000001,,0.0001,5.0
13001,5,4,0.9500000000000001,,0.0001,5.0
13101,5,4,0.9500000000000001,,0.0001,5.0
13201,5,4,0.9500000000000001,,0.0001,5.0
13301,5,4,0.9500000000000001,,0.0001,5.0
13401,5,4,0.9500000000000001,,0.0001,5.0
13501,5,4,0.9500000000000001,,0.0001,5.0
13601,5,4,0.9500000000000001,,0.0001,5.0
13701,5,4,0.9500000000000001,,0.0001,5.0
13801,5,4,0.9500000000000001,,0.0001,5.0
13901,5,4,0.9500000000000001,,0.0001,5.0
14001,5,4,0.9500000000000001,,0.0001,5.0
14101,5,4,0.9500000000000001,,0.0001,5.0
14201,5,4,0.9500000000000001,,0.0001,5.0
14301,5,4,0.9500000000000001,,0.0001,5.0
14401,5,4,0.9500000000000001,,0.0001,5.0
14501,5,4,0.9500000000000001,,0.0001,5.0
14601,5,4,0.9500000000000001,,0.0001,5.0
14701,5,4,0.9500000000000001,,0.0001,5.0
14801,5,4,0.9500000000000001,,0.0001,5.0
14901,5,4,0.9500000000000001,,0.0001,5.0
15001,5,4,0.9500000000000001,,0.0001,5.0
15101,5,4,0.9500000000000001,,0.0001,5.0
15201,5,4,0.9500000000000001,,0.0001,5.0
15301,5,4,0.9500000000000001,,0.0001,5.0
15401,5,4,0.9500000000000001,,0.0001,5.0
15501,5,4,0.9500000000000001,,0.0001,5.0
15601,5,4,0.9500000000000001,,0.0001,5.0
15701,5,4,0.9500000000000001,,0.0001,5.0
15801,5,4,0.9500000000000001,,0.0001,5.0
15901,5,4,0.9500000000000001,,0.0001,5.0
16001,5,4,0.9500000000000001,,0.0001,5.0
16101,5,4,0.9500000000000001,,0.0001,5.0
16201,5,4,0.9500000000000001,,0.0001,5.0
16301,5,4,0.9500000000000001,,0.0001,5.0
16401,5,4,0.9500000000000001,,0.0001,5.0
16501,5,4,0.9500000000000001,,0.0001,5.0
16601,5,4,0.9500000000000001,,0.0001,5.0
16701,5,4,0.9500000000000001,,0.0001,5.0
16801,5,4,0.9500000000000001,,0.0001,5.0
16901,5,4,0.9500000000000001,,0.0001,5.0
17001,5,4,0.9500000000000001,,0.0001,5.0
17101,5,4,0.9500000000000001,,0.0001,5.0
17201,5,4,0.9500000000000001,,0.0001,5.0
17301,5,4,0.9500000000000001,,0.0001,4.0
17401,5,4,0.9500000000000001,,0.0001,5.0
17501,5,4,0.9500000000000001,,0.0001,5.0
17601,5,4,0.9500000000000001,,0.0001,5.0
17701,5,4,0.9500000000000001,,0.0001,5.0
17801,5,4,0.9500000000000001,,0.0001,5.0
17901,5,4,0.9500000000000001,,0.0001,5.0
18001,5,4,0.9500000000000001,,0.0001,5.0
18101,5,4,0.9500000000000001,,0.0001,4.0
18201,5,4,0.9500000000000001,,0.0001,5.0
18301,5,4,0.9500000000000001,,0.0001,5.0
18401,5,4,0.9500000000000001,,0.0001,5.0
18501,5,4,0.9500000000000001,,0.0001,5.0
18601,5,4,0.9500000000000001,,0.0001,5.0
18701,5,4,0.9500000000000001,,0.0001,5.0
18801,5,4,0.9500000000000001,,0.0001,5.0
18901,5,4,0.9500000000000001,,0.0001,5.0
19001,5,4,0.9500000000000001,,0.0001,5.0
19101,5,4,0.9500000000000001,,0.0001,4.0
19201,5,4,0.9500000000000001,,0.0001,5.0
19301,5,4,0.9500000000000001,,0.0001,5.0
19401,5,4,0.9500000000000001,,0.0001,5.0
19501,5,4,0.9500000000000001,,0.0001,5.0
19601,5,4,0.9500000000000001,,0.0001,5.0
19701,5,4,0.9500000000000001,,0.0001,5.0
19801,5,4,0.9500000000000001,,0.0001,5.0
19901,5,4,0.9500000000000001,,0.0001,5.0
20001,5,4,0.9500000000000001,,0.0001,5.0
20101,5,4,0.9500000000000001,,0.0001,5.0
20201,5,4,0.9500000000000001,,0.0001,5.0
20301,5,4,0.9500000000000001,,0.0001,5.0
20401,5,4,0.9500000000000001,,0.0001,5.0
20501,5,4,0.9500000000000001,,0.0001,5.0
20601,5,4,0.9500000000000001,,0.0001,5.0
20701,5,4,0.9500000000000001,,0.0001,5.0
20801,5,4,0.9500000000000001,,0.0001,5.0
20901,5,4,0.9500000000000001,,0.0001,5.0
21001,5,4,0.9500000000000001,,0.0001,5.0
21101,5,4,0.9500000000000001,,0.0001,4.0
21201,5,4,0.9500000000000001,,0.0001,5.0
21301,5,4,0.9500000000000001,,0.0001,5.0
21401,5,4,0.9500000000000001,,0.0001,4.0
21501,5,4,0.9500000000000001,,0.0001,5.0
21601,5,4,0.9500000000000001,,0.0001,5.0
21701,5,4,0.9500000000000001,,0.0001,5.0
21801,5,4,0.9500000000000001,,0.0001,5.0
21901,5,4,0.9500000000000001,,0.0001,5.0
22001,5,4,0.9500000000000001,,0.0001,5.0
22101,5,4,0.9500000000000001,,0.0001,5.0
22201,5,4,0.9500000000000001,,0.0001,4.0
22301,5,4,0.9500000000000001,,0.0001,5.0
22401,5,4,0.9500000000000001,,0.0001,5.0
22501,5,4,0.9500000000000001,,0.0001,5.0
22601,5,4,0.9500000000000001,,0.0001,5.0
22701,5,4,0.9500000000000001,,0.0001,5.0
22801,5,4,0.9500000000000001,,0.0001,5.0
22901,5,4,0.9500000000000001,,0.0001,5.0
23001,5,4,0.9500000000000001,,0.0001,5.0
23101,5,4,0.9500000000000001,,0.0001,4.0
23201,5,4,0.9500000000000001,,0.0001,4.0
23301,5,4,0.9500000000000001,,0.0001,5.0
23401,5,4,0.9500000000000001,,0.0001,5.0
23501,5,4,0.9500000000000001,,0.0001,6.0
23601,5,4,0.9500000000000001,,0.0001,5.0
23701,5,4,0.9500000000000001,,0.0001,6.0
23801,5,4,0.9500000000000001,,0.0001,6.0
23901,5,4,0.9500000000000001,,0.0001,6.0
24001,5,4,0.9500000000000001,,0.0001,6.0
24101,5,4,0.9500000000000001,,0.0001,6.0
24201,5,4,0.9500000000000001,,0.0001,6.0
24301,5,4,0.9500000000000001,,0.0001,5.0
24401,5,4,0.9500000000000001,,0.0001,5.0
24501,5,4,0.9500000000000001,,0.0001,5.0
24601,5,4,0.9500000000000001,,0.0001,5.0
24701,5,4,0.9500000000000001,,0.0001,5.0
24801,5,4,0.9500000000000001,,0.0001,5.0
24901,5,4,0.9500000000000001,,0.0001,5.0
25001,5,4,0.9500000000000001,,0.0001,5.0
25101,5,4,0.9500000000000001,,0.0001,5.0
25201,5,4,0.9500000000000001,,0.0001,5.0
25301,5,4,0.9500000000000001,,0.0001,5.0
25401,5,4,0.9500000000000001,,0.0001,5.0
25501,5,4,0.9500000000000001,,0.0001,5.0
25601,5,4,0.9500000000000001,,0.0001,5.0
25701,5,4,0.9500000000000001,,0.0001,5.0
25801,5,4,0.9500000000000001,,0.0001,5.0
25901,5,4,0.9500000000000001,,0.0001,5.0
26001,5,4,0.9500000000000001,,0.0001,4.0
26101,5,4,0.9500000000000001,,0.0001,5.0
26201,5,4,0.9500000000000001,,0.0001,5.0
26301,5,4,0.9500000000000001,,0.0001,5.0
26401,5,4,0.9500000000000001,,0.0001,5.0
26501,5,4,0.9500000000000001,,0.0001,5.0
26601,5,4,0.9500000000000001,,0.0001,5.0
26701,5,4,0.9500000000000001,,0.0001,5.0
26801,5,4,0.9500000000000001,,0.0001,5.0
26901,5,4,0.9500000000000001,,0.0001,5.0
27001,5,4,0.9500000000000001,,0.0001,5.0
27101,5,4,0.9500000000000001,,0.0001,4.0
27201,5,4,0.9500000000000001,,0.0001,5.0
27301,5,4,0.9500000000000001,,0.0001,5.0
27401,5,4,0.9500000000000001,,0.0001,5.0
27501,5,4,0.9500000000000001,,0.0001,5.0
27601,5,4,0.9500000000000001,,0.0001,5.0
27701,5,4,0.9500000000000001,,0.0001,5.0
27801,5,4,0.9500000000000001,,0.0001,5.0
27901,5,4,0.9500000000000001,,0.0001,5.0
28001,5,4,0.9500000000000001,,0.0001,5.0
28101,5,4,0.9500000000000001,,0.0001,5.0
28201,5,4,0.9500000000000001,,0.0001,5.0
28301,5,4,0.9500000000000001,,0.0001,5.0
28401,5,4,0.9500000000000001,,0.0001,5.0
28501,5,4,0.9500000000000001,,0.0001,5.0
28601,5,4,0.9500000000000001,,0.0001,5.0
28701,5,4,0.9500000000000001,,0.0001,5.0
28801,5,4,0.9500000000000001,,0.0001,5.0
28901,5,4,0.9500000000000001,,0.0001,5.0
29001,5,4,0.9500000000000001,,0.0001,5.0
29101,5,4,0.9500000000000001,,0.0001,5.0
29201,5,4,0.9500000000000001,,0.0001,5.0
29301,5,4,0.9500000000000001,,0.0001,5.0
29401,5,4,0.9500000000000001,,0.0001,5.0
29501,5,4,0.9500000000000001,,0.0001,5.0
29601,5,4,0.9500000000000001,,0.0001,5.0
29701,5,4,0.9500000000000001,,0.0001,5.0
29801,5,4,0.9500000000000001,,0.0001,5.0
29901,5,4,0.9500000000000001,,0.0001,5.0
30001,5,4,0.9500000000000001,,0.0001,5.0
30101,5,4,0.9500000000000001,,0.0001,4.0
30201,5,4,0.9500000000000001,,0.0001,4.0
30301,5,4,0.9500000000000001,,0.0001,5.0
30401,5,4,0.9500000000000001,,0.0001,5.0
30501,5,4,0.9500000000000001,,0.0001,5.0
30601,5,4,0.9500000000000001,,0.0001,5.0
30701,5,4,0.9500000000000001,,0.0001,5.0
30801,5,4,0.9500000000000001,,0.0001,4.0
30901,5,4,0.9500000000000001,,0.0001,5.0
31001,5,4,0.9500000000000001,,0.0001,5.0
31101,5,4,0.9500000000000001,,0.0001,5.0
31201,5,4,0.9500000000000001,,0.0001,5.0
31301,5,4,0.9500000000000001,,0.0001,5.0
31401,5,4,0.9500000000000001,,0.0001,5.0
31501,5,4,0.9500000000000001,,0.0001,5.0
31601,5,4,0.9500000000000001,,0.0001,4.0
31701,5,4,0.9500000000000001,,0.0001,5.0
31801,5,4,0.9500000000000001,,0.0001,5.0
31901,5,4,0.9500000000000001,,0.0001,5.0
32001,5,4,0.9500000000000001,,0.0001,5.0
32101,5,4,0.9500000000000001,,0.0001,5.0
32201,5,4,0.9500000000000001,,0.0001,5.0
32301,5,4,0.9500000000000001,,0.0001,5.0
32401,5,4,0.9500000000000001,,0.0001,5.0
32501,5,4,0.9500000000000001,,0.0001,6.0
32601,5,4,0.9500000000000001,,0.0001,6.0
32701,5,4,0.9500000000000001,,0.0001,5.0
32801,5,4,0.9500000000000001,,0.0001,5.0
32901,5,4,0.9500000000000001,,0.0001,5.0
33001,5,4,0.9500000000000001,,0.0001,5.0
33101,5,4,0.9500000000000001,,0.0001,5.0
33201,5,4,0.9500000000000001,,0.0001,5.0
33301,5,4,0.9500000000000001,,0.0001,5.0
33401,5,4,0.9500000000000001,,0.0001,5.0
33501,5,4,0.9500000000000001,,0.0001,5.0
33601,5,4,0.9500000000000001,,0.0001,5.0
33701,5,4,0.9500000000000001,,0.0001,5.0
33801,5,4,0.9500000000000001,,0.0001,5.0
33901,5,4,0.9500000000000001,,0.0001,4.0
34001,5,4,0.9500000000000001,,0.0001,5.0
34101,5,4,0.9500000000000001,,0.0001,5.0
34201,5,4,0.9500000000000001,,0.0001,5.0
34301,5,4,0.9500000000000001,,0.0001,5.0
34401,5,4,0.9500000000000001,,0.0001,5.0
34501,5,4,0.9500000000000001,,0.0001,5.0
34601,5,4,0.9500000000000001,,0.0001,5.0
34701,5,4,0.9500000000000001,,0.0001,5.0
34801,5,4,0.9500000000000001,,0.0001,5.0
34901,5,4,0.9500000000000001,,0.0001,5.0
35001,6,4,0.9500000000000001,,0.0001,6.0
35101,6,4,0.9500000000000001,,0.0001,6.0
35201,6,4,0.9500000000000001,,0.0001,6.0
35301,6,4,0.9500000000000001,,0.0001,6.0
35401,6,4,0.9500000000000001,,0.0001,6.0
35501,6,4,0.9500000000000001,,0.0001,6.0
35601,6,4,0.9500000000000001,,0.0001,6.0
35701,6,4,0.9500000000000001,,0.0001,6.0
35801,6,4,0.9500000000000001,,0.0001,6.0
35901,6,4,0.9500000000000001,,0.0001,5.0
36001,6,4,0.9500000000000001,,0.0001,6.0
36101,6,4,0.9500000000000001,,0.0001,6.0
36201,6,4,0.9500000000000001,,0.0001,5.0
36301,6,4,0.9500000000000001,,0.0001,6.0
36401,6,4,0.9500000000000001,,0.0001,6.0
36501,6,4,0.9500000000000001,,0.0001,6.0
36601,6,4,0.9500000000000001,,0.0001,6.0
36701,6,4,0.9500000000000001,,0.0001,6.0
36801,6,4,0.9500000000000001,,0.0001,6.0
36901,6,4,0.9500000000000001,,0.0001,6.0
37001,6,4,0.9500000000000001,,0.0001,6.0
37101,6,4,0.9500000000000001,,0.0001,6.0
37201,6,4,0.9500000000000001,,0.0001,6.0
37301,6,4,0.9500000000000001,,0.0001,6.0
37401,6,4,0.9500000000000001,,0.0001,6.0
37501,6,4,0.9500000000000001,,0.0001,6.0
37601,6,4,0.9500000000000001,,0.0001,6.0
37701,6,4,0.9500000000000001,,0.0001,6.0
37801,6,4,0.9500000000000001,,0.0001,6.0
37901,6,4,0.9500000000000001,,0.0001,6.0
38001,6,4,0.9500000000000001,,0.0001,6.0
38101,6,4,0.9500000000000001,,0.0001,6.0
38201,6,4,0.9500000000000001,,0.0001,6.0
38301,6,4,0.9500000000000001,,0.0001,6.0
38401,6,4,0.9500000000000001,,0.0001,6.0
38501,6,4,0.9500000000000001,,0.0001,7.0
38601,5,4,0.9500000000000001,,0.0001,5.0
38701,5,4,0.9500000000000001,,0.0001,6.0
38801,5,4,0.9500000000000001,,0.0001,6.0
38901,5,4,0.9500000000000001,,0.0001,5.0
39001,5,4,0.9500000000000001,,0.0001,5.0
39101,5,4,0.9500000000000001,,0.0001,5.0
39201,5,4,0.9500000000000001,,0.0001,5.0
39301,5,4,0.9500000000000001,,0.0001,5.0
39401,5,4,0.9500000000000001,,0.0001,5.0
39501,5,4,0.9500000000000001,,0.0001,5.0
39601,5,4,0.9500000000000001,,0.0001,5.0
39701,5,4,0.9500000000000001,,0.0001,5.0
39801,5,4,0.9500000000000001,,0.0001,5.0
39901,5,4,0.9500000000000001,,0.0001,5.0
40001,6,4,0.9500000000000001,,0.0001,6.0
40101,6,4,0.9500000000000001,,0.0001,6.0
40201,6,4,0.9500000000000001,,0.0001,6.0
40301,6,4,0.9500000000000001,,0.0001,6.0
40401,6,4,0.9500000000000001,,0.0001,6.0
40501,6,4,0.9500000000000001,,0.0001,6.0
40601,6,4,0.9500000000000001,,0.0001,6.0
40701,6,4,0.9500000000000001,,0.0001,6.0
40801,6,4,0.9500000000000001,,0.0001,6.0
40901,6,4,0.9500000000000001,,0.0001,6.0
41001,6,4,0.9500000000000001,,0.0001,5.0
41101,6,4,0.9500000000000001,,0.0001,6.0
41201,6,4,0.9500000000000001,,0.0001,6.0
41301,6,4,0.9500000000000001,,0.0001,6.0
41401,6,4,0.9500000000000001,,0.0001,6.0
41501,6,4,0.9500000000000001,,0.0001,6.0
41601,6,4,0.9500000000000001,,0.0001,6.0
41701,6,4,0.9500000000000001,,0.0001,6.0
41801,6,4,0.9500000000000001,,0.0001,6.0
41901,6,4,0.9500000000000001,,0.0001,6.0
42001,6,4,0.9500000000000001,,0.0001,6.0
42101,6,4,0.9500000000000001,,0.0001,6.0
42201,6,4,0.9500000000000001,,0.0001,6.0
42301,6,4,0.9500000000000001,,0.0001,6.0
42401,6,4,0.9500000000000001,,0.0001,6.0
42501,6,4,0.9500000000000001,,0.0001,6.0
42601,6,4,0.9500000000000001,,0.0001,6.0
42701,6,4,0.9500000000000001,,0.0001,6.0
42801,6,4,0.9500000000000001,,0.0001,6.0
42901,6,4,0.9500000000000001,,0.0001,6.0
43001,6,4,0.9500000000000001,,0.0001,6.0
43101,6,4,0.9500000000000001,,0.0001,6.0
43201,6,4,0.9500000000000001,,0.0001,6.0
43301,6,4,0.9500000000000001,,0.0001,5.0
43401,6,4,0.9500000000000001,,0.0001,6.0
43501,6,4,0.9500000000000001,,0.0001,6.0
43601,6,4,0.9500000000000001,,0.0001,6.0
43701,6,4,0.9500000000000001,,0.0001,6.0
43801,6,4,0.9500000000000001,,0.0001,5.0
43901,6,4,0.9500000000000001,,0.0001,6.0
44001,6,4,0.9500000000000001,,0.0001,6.0
44101,6,4,0.9500000000000001,,0.0001,6.0
44201,6,4,0.9500000000000001,,0.0001,6.0
44301,6,4,0.9500000000000001,,0.0001,6.0
44401,6,4,0.9500000000000001,,0.0001,6.0
44501,6,4,0.9500000000000001,,0.0001,6.0
44601,6,4,0.9500000000000001,,0.0001,6.0
44701,6,4,0.9500000000000001,,0.0001,6.0
44801,6,4,0.9500000000000001,,0.0001,6.0
44901,6,4,0.9500000000000001,,0.0001,6.0
45001,6,4,0.9500000000000001,,0.0001,6.0
45101,6,4,0.9500000000000001,,0.0001,6.0
45201,6,4,0.9500000000000001,,0.0001,6.0
45301,6,4,0.9500000000000001,,0.0001,6.0
45401,6,4,0.9500000000000001,,0.0001,6.0
45501,6,4,0.9500000000000001,,0.0001,6.0
45601,6,4,0.9500000000000001,,0.0001,6.0
45701,6,4,0.9500000000000001,,0.0001,6.0
45801,6,4,0.9500000000000001,,0.0001,4.0
45901,6,4,0.9500000000000001,,0.0001,6.0
46001,6,4,0.9500000000000001,,0.0001,6.0
46101,6,4,0.9500000000000001,,0.0001,6.0
46201,6,4,0.9500000000000001,,0.0001,6.0
46301,6,4,0.9500000000000001,,0.0001,6.0
46401,6,4,0.9500000000000001,,0.0001,6.0
46501,6,4,0.9500000000000001,,0.0001,6.0
46601,6,4,0.9500000000000001,,0.0001,6.0
46701,6,4,0.9500000000000001,,0.0001,6.0
46801,6,4,0.9500000000000001,,0.0001,6.0
46901,6,4,0.9500000000000001,,0.0001,6.0
47001,6,4,0.9500000000000001,,0.0001,6.0
47101,6,4,0.9500000000000001,,0.0001,6.0
47201,6,4,0.9500000000000001,,0.0001,7.0
47301,6,4,0.9500000000000001,,0.0001,7.0
47401,6,4,0.9500000000000001,,0.0001,6.0
47501,6,4,0.9500000000000001,,0.0001,6.0
47601,6,4,0.9500000000000001,,0.0001,6.0
47701,6,4,0.9500000000000001,,0.0001,6.0
47801,6,4,0.9500000000000001,,0.0001,6.0
47901,6,4,0.9500000000000001,,0.0001,6.0
48001,6,4,0.9500000000000001,,0.0001,6.0
48101,6,4,0.9500000000000001,,0.0001,6.0
48201,6,4,0.9500000000000001,,0.0001,6.0
48301,6,4,0.9500000000000001,,0.0001,6.0
48401,5,4,0.9500000000000001,,0.0001,6.0
48501,5,4,0.9500000000000001,,0.0001,5.0
48601,5,4,0.9500000000000001,,0.0001,5.0
48701,5,4,0.9500000000000001,,0.0001,5.0
48801,5,4,0.9500000000000001,,0.0001,5.0
48901,5,4,0.9500000000000001,,0.0001,5.0
49001,5,4,0.9500000000000001,,0.0001,5.0
49101,5,4,0.9500000000000001,,0.0001,5.0
49201,5,4,0.9500000000000001,,0.0001,6.0
49301,5,4,0.9500000000000001,,0.0001,6.0
49401,5,4,0.9500000000000001,,0.0001,6.0
49501,5,4,0.9500000000000001,,0.0001,5.0
49601,5,4,0.9500000000000001,,0.0001,5.0
49701,5,4,0.9500000000000001,,0.0001,5.0
49801,5,4,0.9500000000000001,,0.0001,5.0
49901,5,4,0.9500000000000001,,0.0001,5.0
